ISO,index,Macroarea,Latitude,Longitude,Status_X_L,countryISO,num_speakers,country_population,Country_coord,cant_paises
aah,0,Papunesia,-3.45,142.95,0,PNG,2560.0,8935000.0,Point(147.0 -6.3),1
aiw,1,Africa,6.0,36.5833333333,0,ETH,285000.0,104957438.0,Point(40.0 9.0),1
aau,2,Papunesia,-4.0,141.25,0,PNG,7270.0,8935000.0,Point(147.0 -6.3),1
shu,3,Africa,13.8333333333,20.8333333333,0,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",1100000.0,"[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']",7
shu,4,Africa,8.58333333333,12.4166666667,0,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",1100000.0,"[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']",7
abi,5,Africa,5.66666666667,-4.58333333333,0,CIV,51000.0,24294750.0,Point(-6.0 8.0),1
apc,6,Eurasia,33.9166666667,35.5,0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
apc,7,Eurasia,33.75,36.0,0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
apc,8,Eurasia,34.0,36.0,0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
apc,9,Eurasia,34.0,38.0,0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
abv,10,Eurasia,26.0,50.5,0,BHR,889900.0,1492584.0,Point(50.551111 26.0675),1
axb,11,South America,-29.0,-61.0,1,ARG,0.0,44938712.0,Point(-64.0 -34.0),1
abk,12,Eurasia,43.0833333333,41.0,0,"['TUR', 'RUS', 'GEO', 'IRQ', 'JOR', 'SYR']",190110.0,"[83614362.0, 146804372.0, 3717100.0, 38274618.0, 10428241.0, 18499181.0, 242000.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(43.733330555 42.016669444)', 'Point(43.0 33.0)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)', 'Point(40.983330555 43.0)', 'Point(41.0 43.15)']",6
akz,13,North America,32.3333333333,-87.4166666667,0,USA,100.0,331449281.0,Point(-98.5795 39.828175),1
ard,14,Australia,-28.25,136.25,0,AUS,15.0,24511800.0,Point(137.0 -28.0),1
arv,15,Africa,5.0,36.75,0,ETH,7210.0,104957438.0,Point(40.0 9.0),1
kgr,16,Papunesia,-0.5,132.5,0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
abz,17,Papunesia,-8.25,124.666666667,0,IDN,16000.0,270625568.0,Point(118.0 -2.0),1
abe,18,North America,44.0,-72.25,0,CAN,14.0,37894799.0,Point(-109.0 56.0),1
abq,19,Eurasia,44.0,42.0,0,"['TUR', 'RUS']",48000.0,"[83614362.0, 146804372.0, 465357.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(41.783333333 43.916666666)']",2
ace,20,Eurasia,5.5,95.5,0,IDN,3500032.0,270625568.0,Point(118.0 -2.0),1
aca,21,South America,4.41666666667,-72.25,0,COL,250.0,49065615.0,Point(-74.0 4.0),1
guq,22,South America,-25.25,-55.1666666667,0,PRY,910.0,6811297.0,Point(-58.0 -23.5),1
acr,23,North America,15.1666666667,-90.5,0,GTM,124000.0,17263239.0,Point(-90.25 15.5),1
ach,24,Africa,3.0,32.6666666667,0,"['SSD', 'UGA']",1200000.0,"[12575714.0, 42862958.0]","['Point(30.0 7.0)', 'Point(32.39 1.28)']",2
acv,25,North America,41.5,-121.0,0,USA,10.0,331449281.0,Point(-98.5795 39.828175),1
acn,26,Eurasia,25.0,98.5,0,"['CHN', 'MMR']",62700.0,"[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']",2
kjq,27,North America,34.9166666667,-107.583333333,0,USA,1930.0,331449281.0,Point(-98.5795 39.828175),1
acu,28,South America,-2.66667,-76.0,0,"['PER', 'ECU']",7940.0,"[29381884.0, 16624858.0]","['Point(-76.0 -9.4)', 'Point(-78.0 -1.0)']",2
adn,29,Papunesia,-8.2,124.0,0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
adj,30,Africa,5.41666666667,-4.58333333333,0,CIV,140000.0,24294750.0,Point(-6.0 8.0),1
ano,31,South America,-0.666666666667,-72.0,0,COL,370.0,49065615.0,Point(-74.0 4.0),1
adt,32,Australia,-30.5,139.5,0,AUS,140.0,24511800.0,Point(137.0 -28.0),1
ady,33,Eurasia,45.2166666667,39.7,0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
ady,34,Eurasia,45.2333333333,40.5833333333,0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
ady,35,Eurasia,45.0,38.75,0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
ale,36,North America,54.75,-164.0,0,USA,155.0,331449281.0,Point(-98.5795 39.828175),1
ale,37,North America,54.0,-166.0,0,USA,155.0,331449281.0,Point(-98.5795 39.828175),1
arz,38,Africa,30.0,31.0,0,EGY,100542400.0,94798827.0,Point(29.0 27.0),1
ayl,39,Africa,32.0,22.0,0,"['EGY', 'LBY', 'NER']",4320500.0,"[94798827.0, 6678567.0, 21477348.0]","['Point(29.0 27.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']",3
afr,40,Africa,-31.0,22.0,0,"['ZAF', 'BWA', 'NAM']",10300000.0,"[59622350.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']",3
agd,41,Papunesia,-6.16666666667,146.0,0,PNG,27000.0,8935000.0,Point(147.0 -6.3),1
agb,42,Africa,6.0,8.0,0,NGA,60000.0,190886311.0,Point(8.0 9.0),1
agt,43,Papunesia,17.9666666667,121.833333333,0,PHL,820.0,100981437.0,Point(123.0 12.0),1
duo,44,Papunesia,18.0,122.083333333,0,PHL,1400.0,100981437.0,Point(123.0 12.0),1
agq,45,Africa,6.66666666667,10.0,0,CMR,39100.0,24053727.0,Point(12.0 7.0),1
agx,46,Eurasia,41.75,47.6666666667,0,RUS,29300.0,146804372.0,Point(94.25 66.416666666),1
aoa,47,Africa,0.25,6.5,0,STP,7900.0,204327.0,Point(6.6 0.316667),1
agr,48,South America,-5.0,-78.0,0,PER,55300.0,29381884.0,Point(-76.0 -9.4),1
lnj,49,Australia,-12.3333333333,141.833333333,1,AUS,0.0,24511800.0,Point(137.0 -28.0),1
lnj,50,Australia,-12.5,142.83,1,AUS,0.0,24511800.0,Point(137.0 -28.0),1
agu,51,North America,15.4166666667,-91.3333333333,0,GTM,27.0,17263239.0,Point(-90.25 15.5),1
wbj,52,Africa,-5.5,35.75,0,TZA,53000.0,57310019.0,Point(34.854 -6.307),1
arp,53,North America,40.0,-103.0,0,USA,1000.0,331449281.0,Point(-98.5795 39.828175),1
mey,54,Africa,20.0,-10.0,0,"['DZA', 'MLI', 'MRT', 'ESH']",3763900.0,"[41318142.0, 18541980.0, 4420184.0, 582000.0]","['Point(1.0 28.0)', 'Point(-4.0 17.0)', 'Point(-11.0 21.0)', 'Point(-13.0 25.0)']",4
aht,55,North America,62.0,-145.0,0,USA,80.0,331449281.0,Point(-98.5795 39.828175),1
ahh,56,Papunesia,-6.16666666667,140.166666667,0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
tba,57,South America,-12.6666666667,-60.6666666667,0,BRA,150.0,210147125.0,Point(-53.0 -14.0),1
ain,58,Eurasia,43.0,143.0,0,"['JPN', 'RUS']",10.0,"[126434565.0, 146804372.0]","['Point(136.0 35.0)', 'Point(94.25 66.416666666)']",2
ahp,59,Africa,5.25,-4.5,0,CIV,6500.0,24294750.0,Point(-6.0 8.0),1
aja,60,Africa,7.33333333333,25.6666666667,0,SSD,200.0,12575714.0,Point(30.0 7.0),1
ajg,61,Africa,7.0,1.75,0,"['TGO', 'BEN']",1133000.0,"[7797694.0, 11175692.0]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']",2
aji,62,Papunesia,-21.3333333333,165.5,0,FRA,5360.0,66628000.0,Point(2.0 47.0),1
axk,63,Africa,2.66666666667,16.25,0,"['CAF', 'COG']",30000.0,"[4659080.0, 5260750.0]","['Point(20.9 6.7)', 'Point(15.383330555 -0.75)']",2
abj,64,Eurasia,11.6666666667,92.5,1,IND,0.0,1326093247.0,Point(83.0 22.8),1
aci,65,Eurasia,13.5,93.0,1,IND,0.0,1326093247.0,Point(83.0 22.8),1
ahk,66,Eurasia,21.8333333333,99.8333333333,0,"['CHN', 'LAO', 'MMR', 'THA', 'VNM']",600000.0,"[1409517397.0, 1443497378.0, 6858160.0, 53370609.0, 65931550.0, 94660000.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(96.0 22.0)', 'Point(101.0 14.0)', 'Point(108.0 16.0)']",5
akx,67,Eurasia,12.75,92.75,1,IND,0.0,1326093247.0,Point(83.0 22.8),1
akl,68,Papunesia,11.5833333333,122.333333333,0,PHL,549600.0,100981437.0,Point(123.0 12.0),1
rmz,69,Eurasia,21.5,92.5,0,"['IND', 'BGD']",186700.0,"[1326093247.0, 165775000.0]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']",2
aka,70,Africa,6.5,-1.25,0,"['GHA', 'CIV']",8314600.0,"[26908262.0, 24294750.0]","['Point(-0.5 8.0)', 'Point(-6.0 8.0)']",2
acy,71,Eurasia,35.25,33.5,0,CYP,9760.0,1141166.0,Point(33.0 35.0),1
ari,72,North America,45.5,-100.5,0,USA,10.0,331449281.0,Point(-98.5795 39.828175),1
ake,73,South America,6.0,-59.5,0,"['BRA', 'VEN', 'GUY']",6380.0,"[210147125.0, 28515829.0, 777859.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']",3
amp,74,Papunesia,-4.66666666667,143.333333333,0,PNG,1500.0,8935000.0,Point(147.0 -6.3),1
ald,75,Africa,5.16666666667,-4.33333333333,0,CIV,23000.0,24294750.0,Point(-6.0 8.0),1
alq,76,North America,46.0,-77.0,0,CAN,2430.0,37894799.0,Point(-109.0 56.0),1
apr,77,Papunesia,-5.38333333333,147.05,0,PNG,4500.0,8935000.0,Point(147.0 -6.3),1
nrz,78,Papunesia,-8.91666666667,146.75,0,PNG,1540.0,8935000.0,Point(147.0 -6.3),1
alp,79,Papunesia,-3.0,128.333333333,0,IDN,17200.0,270625568.0,Point(118.0 -2.0),1
gsw,80,Eurasia,48.5,7.5,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
gsw,81,Eurasia,47.0,7.41666666667,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
gsw,82,Eurasia,47.4166666667,9.25,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
gsw,83,Eurasia,47.3333333333,9.33333333333,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
gsw,84,Eurasia,47.5833333333,9.16666666667,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
gsw,85,Eurasia,47.4166666667,8.5,0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
alr,86,Eurasia,61.0,165.0,0,RUS,40.0,146804372.0,Point(94.25 66.416666666),1
alh,87,Australia,-15.1666666667,134.25,0,AUS,12.0,24511800.0,Point(137.0 -28.0),1
btz,88,Papunesia,3.66666666667,97.8333333333,0,IDN,195000.0,270625568.0,Point(118.0 -2.0),1
aly,89,Australia,-22.5,135.0,0,AUS,1550.0,24511800.0,Point(137.0 -28.0),1
aie,90,Papunesia,-5.66666666667,148.5,0,PNG,230.0,8935000.0,Point(147.0 -6.3),1
abt,91,Papunesia,-3.83333333333,143.0,0,PNG,33000.0,8935000.0,Point(147.0 -6.3),1
amc,92,South America,-10.5,-72.5,0,"['BRA', 'PER']",520.0,"[210147125.0, 29381884.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']",2
adx,93,Eurasia,35.0,100.0,0,CHN,810000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
adx,94,Eurasia,38.0,98.0,0,CHN,810000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
aey,95,Papunesia,-5.25,145.583333333,0,PNG,5300.0,8935000.0,Point(147.0 -6.3),1
amh,96,Africa,10.0,38.0,0,"['ETH', 'ISR', 'ERI', 'SOM', 'SDN']",25000000.0,"[104957438.0, 9093000.0, 3497000.0, 11031386.0, 40533330.0]","['Point(40.0 9.0)', 'Point(35.0 31.0)', 'Point(38.25 15.483333)', 'Point(47.0 6.0)', 'Point(32.0 15.0)']",5
ami,97,Papunesia,23.3333333333,121.333333333,0,TWN,108000.0,23593794.0,Point(121.0 24.0),1
amr,98,South America,-12.5,-70.5,0,PER,500.0,29381884.0,Point(-76.0 -9.4),1
omb,99,Papunesia,-15.4166666667,167.883333333,0,VUT,5000.0,276244.0,Point(168.016669444 -16.633330555),1
amm,100,Papunesia,-4.21666666667,141.616666667,0,PNG,490.0,8935000.0,Point(147.0 -6.3),1
amn,101,Papunesia,-3.58333333333,141.25,0,PNG,4420.0,8935000.0,Point(147.0 -6.3),1
amo,102,Africa,10.3333333333,8.66666666667,0,NGA,12300.0,190886311.0,Point(8.0 9.0),1
aer,103,Australia,-24.0,136.0,0,AUS,1910.0,24511800.0,Point(137.0 -28.0),1
amk,104,Papunesia,-1.83333333333,136.5,0,IDN,10100.0,270625568.0,Point(118.0 -2.0),1
ary,105,Africa,34.0,-6.0,0,"['DZA', 'MAR', 'ESH']",30000000.0,"[41318142.0, 36029138.0, 582000.0]","['Point(1.0 28.0)', 'Point(-6.0 32.0)', 'Point(-13.0 25.0)']",3
arb,106,Eurasia,25.0,42.0,0,"['EGY', 'DZA', 'BHR', 'TCD', 'IRQ', 'ISR', 'YEM', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'TUN', 'COM', 'DJI', 'ERI', 'LBY', 'MRT', 'MAR', 'SOM', 'SDN', 'ESH', 'PSE']",273989700.0,"[94798827.0, 41318142.0, 1492584.0, 15477751.0, 38274618.0, 9093000.0, 28250420.0, 10428241.0, 4600000.0, 6100075.0, 4829480.0, 2639211.0, 33000000.0, 18499181.0, 9400145.0, 11565204.0, 823652.0, 956985.0, 3497000.0, 6678567.0, 4420184.0, 36029138.0, 11031386.0, 40533330.0, 582000.0, 5227193.0]","['Point(29.0 27.0)', 'Point(1.0 28.0)', 'Point(50.551111 26.0675)', 'Point(19.4 15.466667)', 'Point(43.0 33.0)', 'Point(35.0 31.0)', 'Point(48.0 15.5)', 'Point(36.5 31.2)', 'Point(47.6 29.166667)', 'Point(35.766667 33.833333)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(38.583333 35.216667)', 'Point(54.3 24.4)', 'Point(10.0 34.0)', 'Point(44.44553 -12.23333)', 'Point(42.433333 11.8)', 'Point(38.25 15.483333)', 'Point(17.0 27.0)', 'Point(-11.0 21.0)', 'Point(-6.0 32.0)', 'Point(47.0 6.0)', 'Point(32.0 15.0)', 'Point(-13.0 25.0)', 'Point(35.25 32.0)']",26
ame,107,South America,-10.5,-75.4166666667,0,PER,7520.0,29381884.0,Point(-76.0 -9.4),1
imi,108,Papunesia,-4.66666666667,145.0,0,PNG,1960.0,8935000.0,Point(147.0 -6.3),1
amu,109,North America,16.8333333333,-98.0,0,MEX,45900.0,124777324.0,Point(-102.0 23.0),1
aro,110,South America,-12.3333333333,-67.75,0,BOL,81.0,11051600.0,Point(-64.991228611 -17.056869611),1
anc,111,Africa,9.5,9.5,0,NGA,400000.0,190886311.0,Point(8.0 9.0),1
anz,112,Papunesia,-5.58333333333,149.083333333,0,PNG,800.0,8935000.0,Point(147.0 -6.3),1
agg,113,Papunesia,-3.75,141.166666667,0,PNG,1500.0,8935000.0,Point(147.0 -6.3),1
hnh,114,Africa,-18.9166666667,21.9166666667,0,BWA,1000.0,2291661.0,Point(23.7 -22.2),1
aty,115,Papunesia,-20.2,169.8,0,VUT,900.0,276244.0,Point(168.016669444 -16.633330555),1
aoi,116,Australia,-14.0,136.5,0,AUS,1283.0,24511800.0,Point(137.0 -28.0),1
nun,117,Eurasia,27.3333333333,98.75,0,MMR,450.0,53370609.0,Point(96.0 22.0),1
agm,118,Papunesia,-7.21666666667,146.25,0,PNG,2500.0,8935000.0,Point(147.0 -6.3),1
cko,119,Africa,10.0833333333,0.25,0,"['GHA', 'TGO', 'BEN']",177200.0,"[26908262.0, 7797694.0, 11175692.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']",3
ani,120,Eurasia,42.75,46.25,0,RUS,20000.0,146804372.0,Point(94.25 66.416666666),1
anu,121,Africa,8.0,33.5,0,"['ETH', 'SSD']",140000.0,"[104957438.0, 12575714.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)']",2
njo,122,Eurasia,26.5833333333,94.6666666667,0,IND,261000.0,1326093247.0,Point(83.0 22.8),1
aoj,123,Papunesia,-3.5,143.0,0,PNG,11000.0,8935000.0,Point(147.0 -6.3),1
ajp,124,Eurasia,32.0,35.25,0,"['ISR', 'JOR', 'PSE']",12442900.0,"[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']",3
ajp,125,Eurasia,30.5,34.75,0,"['ISR', 'JOR', 'PSE']",12442900.0,"[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']",3
apm,126,North America,33.25,-108.0,0,USA,3000.0,331449281.0,Point(-98.5795 39.828175),1
apz,127,Papunesia,-6.75,146.083333333,0,PNG,2390.0,8935000.0,Point(147.0 -6.3),1
apn,128,South America,-5.5,-48.0,0,BRA,1500.0,210147125.0,Point(-53.0 -14.0),1
apj,129,North America,36.5833333333,-104.0,0,USA,510.0,331449281.0,Point(-98.5795 39.828175),1
apq,130,Eurasia,12.1666666667,92.8333333333,1,IND,0.0,1326093247.0,Point(83.0 22.8),1
apq,131,Eurasia,12.0,92.6666666667,1,IND,0.0,1326093247.0,Point(83.0 22.8),1
apy,132,South America,0.0,-54.0,0,BRA,450.0,210147125.0,Point(-53.0 -14.0),1
apt,133,Eurasia,27.5,93.75,0,IND,44800.0,1326093247.0,Point(83.0 22.8),1
apu,134,South America,-9.0,-67.0,0,BRA,2000.0,210147125.0,Point(-53.0 -14.0),1
apw,135,North America,33.75,-110.0,0,USA,14000.0,331449281.0,Point(-98.5795 39.828175),1
arw,136,South America,5.5,-55.1666666667,0,"['FRA', 'VEN', 'SUR', 'GUY', 'GUF']",2500.0,"[66628000.0, 28515829.0, 563402.0, 777859.0, 276128.0]","['Point(2.0 47.0)', 'Point(-67.0 8.0)', 'Point(-56.0 4.0)', 'Point(-59.316667 5.733333)', 'Point(-52.99994 3.99886)']",5
arl,137,South America,-2.0,-75.1666666667,0,PER,50.0,29381884.0,Point(-76.0 -9.4),1
aqc,138,Eurasia,42.0,46.8333333333,0,RUS,970.0,146804372.0,Point(94.25 66.416666666),1
jbj,139,Papunesia,-2.08333333333,133.0,0,IDN,1000.0,270625568.0,Point(118.0 -2.0),1
afb,140,Eurasia,26.0,49.0,0,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",10515400.0,"[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']",7
afb,141,Eurasia,29.5,47.5,0,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",10515400.0,"[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']",7
acw,142,Eurasia,26.0,38.0,0,SAU,6031700.0,33000000.0,Point(44.116667 23.716667),1
laz,143,Papunesia,-6.71666666667,147.0,1,PNG,0.0,8935000.0,Point(147.0 -6.3),1
akr,144,Papunesia,-15.6666666667,166.916666667,0,VUT,8.0,276244.0,Point(168.016669444 -16.633330555),1
hye,145,Eurasia,40.0,45.0,0,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",6700000.0,"[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']",16
hye,146,Eurasia,38.5,43.5,0,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",6700000.0,"[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']",16
hye,147,Eurasia,32.6666666667,51.6666666667,0,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",6700000.0,"[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']",16
aia,148,Papunesia,-10.25,161.333333333,0,SLB,6750.0,611343.0,Point(159.816666666 -9.466666666),1
ape,149,Papunesia,-3.46666666667,143.166666667,0,PNG,16200.0,8935000.0,Point(147.0 -6.3),1
acm,150,Eurasia,33.0,44.0,0,"['IRN', 'IRQ', 'SYR']",18774400.0,"[79966230.0, 38274618.0, 18499181.0]","['Point(53.0 32.0)', 'Point(43.0 33.0)', 'Point(38.583333 35.216667)']",3
