language,languageLabel,statusLabel,native,ISO,countryLabel,walsCode,IDH,coordinates,Population
http://www.wikidata.org/entity/Q27785,Dena'ina,7 Shifting,75,tfn,Canada,tnj,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q33434,Kutenai,8a Moribund,100,kut,Canada,kut,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q1077450,Onondaga,8b Nearly Extinct,40,ono,Canada,onn,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q2380124,Plains Indian Sign Language,8b Nearly Extinct,75,psd,Canada,psl,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q5699507,Heiltsuk-Oowekyala,7 Shifting,90,hei,Canada,hei,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q13583746,Comox,8a Moribund,40,coo,Canada,cmx,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q21058,Ahtna,8a Moribund,80,aht,United States of America,aht,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27782,Deg Xinag,8b Nearly Extinct,40,ing,United States of America,dgx,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27785,Dena'ina,7 Shifting,75,tfn,United States of America,tnj,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28565,Lower Tanana,8a Moribund,15,taa,United States of America,tnl,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33434,Kutenai,8a Moribund,100,kut,United States of America,kut,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q34198,Washo,8b Nearly Extinct,20,was,United States of America,was,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1077450,Onondaga,8b Nearly Extinct,40,ono,United States of America,onn,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1288440,Karuk,8b Nearly Extinct,12,kyh,United States of America,krk,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1815020,Alabama,6b Threatened,100,akz,United States of America,abm,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q2380124,Plains Indian Sign Language,8b Nearly Extinct,75,psd,United States of America,psl,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q3193689,Kashaya,8a Moribund,45,kju,United States of America,ksh,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q3339226,Nez Perce,8a Moribund,100,nez,United States of America,nez,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33725,Karaim,8a Moribund,80,kdr,Poland,krm,0.843,Point(19.0 52.0),38382576
http://www.wikidata.org/entity/Q33725,Karaim,8a Moribund,80,kdr,Lithuania,krm,0.839,Point(24.0 55.2),2790842
http://www.wikidata.org/entity/Q33638,Manchu,8b Nearly Extinct,20,mnc,People's Republic of China,mnc,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q33638,Manchu,8b Nearly Extinct,20,mnc,People's Republic of China,mnc,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q13235,Udege,8a Moribund,103,ude,Russia,udh,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q27963,Naukan Yupik,8a Moribund,50,ynk,Russia,yna,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q28213,Alyutor,8b Nearly Extinct,40,alr,Russia,alu,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32858,Votic,8b Nearly Extinct,62,vot,Russia,vot,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33125,Chulym,8a Moribund,44,clw,Russia,cly,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33559,Ingrian,8a Moribund,120,izh,Russia,izh,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33624,Itelmen,8a Moribund,82,itl,Russia,ite,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33676,Negidal,8a Moribund,74,neg,Russia,neg,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33928,Orok,8a Moribund,47,oaa,Russia,ork,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36848,Tofa,8a Moribund,93,kim,Russia,tof,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56319,Tundra Yukaghir,8a Moribund,40,ykg,Russia,ytu,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56545,Southern Yukaghir,8a Moribund,50,yux,Russia,yko,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q6913275,Morori,8a Moribund,50,mok,Indonesia,mri,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q8048030,Yamdena,5 Developing,30,jmd,Indonesia,ymd,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q56544,Kawésqar,8b Nearly Extinct,12,alc,Chile,qaw,0.832,Point(-71.0 -33.0),18054726
http://www.wikidata.org/entity/Q580923,Bunuba,8a Moribund,110,bck,Australia,bnb,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2147917,Alawa,8b Nearly Extinct,12,alh,Australia,alw,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2591193,Laragiya,8b Nearly Extinct,23,lrg,Australia,lar,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2669219,Guniyandi,8a Moribund,100,gni,Australia,goo,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q5619801,Guragone,6b Threatened,60,gge,Australia,grg,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6772792,Marranj,8b Nearly Extinct,15,zmr,Australia,mku,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6773014,Marrithiyel,8b Nearly Extinct,15,mfr,Australia,mrh,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6773014,Marrithiyel,8b Nearly Extinct,20,mfr,Australia,mrh,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6960662,Nakkara,8a Moribund,58,nck,Australia,nkk,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8050479,Yawuru,9 Reawakening,30,ywr,Australia,ywr,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10510745,Gumatj,5 Developing,116,gnn,Australia,gmt,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q12626835,Ami,8a Moribund,30,amy,Australia,emm,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2591221,Arabela,8a Moribund,50,arl,Peru,arb,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2669184,Iquito,8a Moribund,35,iqu,Peru,iqu,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q958414,Araona,6b Threatened,81,aro,Bolivia,ana,0.693,Point(-64.991228611 -17.056869611),11051600
http://www.wikidata.org/entity/Q35091,Awakatek,4 Educational,27,agu,Guatemala,agu,0.627,Point(-90.25 15.5),17263239
http://www.wikidata.org/entity/Q33655,Nigerian Pidgin,3 Wider Communication,30,pcm,Nigeria,npi,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q13315,Michif,8b Nearly Extinct,730,crg,Canada,mcf,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q21057,Gwich’in,7 Shifting,670,gwi,Canada,kth,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27792,Tlingit,8a Moribund,845,tli,Canada,tli,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27990,Inuvialuktun,2 Provincial,765,ikt,Canada,inr,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q3342138,Nisga’a,7 Shifting,610,ncg,Canada,nsg,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q33947,Northern Sami,2 Provincial,1700,sme,Norway,sno,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q33947,Northern Sami,6b Threatened,1700,sme,Norway,sno,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q13315,Michif,8b Nearly Extinct,730,crg,United States of America,mcf,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q21057,Gwich’in,7 Shifting,670,gwi,United States of America,kth,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27792,Tlingit,8a Moribund,845,tli,United States of America,tli,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56417,Arapaho,8a Moribund,1000,arp,United States of America,aho,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33947,Northern Sami,2 Provincial,1700,sme,Finland,sno,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q33947,Northern Sami,6b Threatened,1700,sme,Finland,sno,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q33947,Northern Sami,2 Provincial,1700,sme,Sweden,sno,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q33947,Northern Sami,6b Threatened,1700,sme,Sweden,sno,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q36583,Seri,6b Threatened,900,sei,Mexico,ser,0.756,Point(-102.0 23.0),124777324
http://www.wikidata.org/entity/Q25289,Cornish,9 Reawakening,600,cor,United Kingdom,crn,0.922,Point(-2.0 54.6),66022273
http://www.wikidata.org/entity/Q3027930,Xokleng,8a Moribund,760,xok,Brazil,xok,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q18168288,Kadiweu,6a Vigorous,1590,kbc,Brazil,kdw,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q13303,Nanai,8a Moribund,1390,gld,Russia,nai,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32747,Veps,6b Threatened,1640,vep,Russia,vep,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32878,Dolgan,6b Threatened,1054,dlg,Russia,dol,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33723,Krymchak,8b Nearly Extinct,785,jct,Russia,kym,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33759,Mansi,6b Threatened,938,mns,Russia,mns,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q34008,Selkup,5 Developing,1023,sel,Russia,skp,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q34915,Archi,6b Threatened,970,aqc,Russia,arc,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56425,Khwarshi,6b Threatened,1740,khv,Russia,khv,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56564,Hunzib,6b Threatened,1000,huz,Russia,hzb,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56638,Bagvalal,6b Threatened,1450,kva,Russia,bgv,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33723,Krymchak,8b Nearly Extinct,785,jct,Ukraine,kym,0.747,Point(32.0 49.0),42558328
http://www.wikidata.org/entity/Q35278,Khinalug,6b Threatened,1000,kjj,Azerbaijan,khi,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q56564,Hunzib,6b Threatened,1000,huz,Georgia,hzb,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q2410352,Kei,6a Vigorous,1200,kei,Indonesia,kei,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2410352,Kei,6a Vigorous,1360,kei,Indonesia,kei,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q56543,Guugu Yimithirr,6b Threatened,780,kky,Australia,guu,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q1406574,Gunwinggu,6b Threatened,1702,gup,Australia,bbw,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q1656014,Tiwi,5 Developing,1500,tiw,Australia,tiw,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2714654,Enindhilyagwa,6a Vigorous,1283,aoi,Australia,ann,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q4998124,Burarra,5 Developing,1070,bvr,Australia,bua,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q33436,Laal,7 Shifting,749,gdm,Chad,laa,0.404,Point(19.4 15.466667),15477751
http://www.wikidata.org/entity/Q6360672,Kanashi,6b Threatened,1400,xns,India,xns,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q2976736,Vaeakau-Taumako,6a Vigorous,1142,piv,Solomon Islands,pil,0.546,Point(159.816666666 -9.466666666),611343
http://www.wikidata.org/entity/Q56512,Anêm,5 Developing,800,anz,Papua New Guinea,ane,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q56688,Alamblak,5 Developing,1500,amp,Papua New Guinea,ala,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q2992915,Yalë,5 Developing,600,nce,Papua New Guinea,nag,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q33295,Fijian,4 Educational,1500,fij,Fiji,fij,0.741,Point(178.0 -18.0),905502
http://www.wikidata.org/entity/Q33295,Fijian,4 Educational,1500,fij,Fiji,ndr,0.741,Point(178.0 -18.0),905502
http://www.wikidata.org/entity/Q758570,Waorani,6b Threatened,1650,auc,Ecuador,wao,0.746,Point(-78.0 -1.0),16624858
http://www.wikidata.org/entity/Q2669254,Cofán,5 Developing,1700,con,Ecuador,cof,0.746,Point(-78.0 -1.0),16624858
http://www.wikidata.org/entity/Q2669254,Cofán,5 Developing,1700,con,Colombia,cof,0.747,Point(-74.0 4.0),49065615
http://www.wikidata.org/entity/Q1186896,Pipil,8a Moribund,1300,ppl,El Salvador,pip,0.7,Point(-88.866111 13.668889),6420746
http://www.wikidata.org/entity/Q33419,Ishkashimi,6b Threatened,1500,isk,Tajikistan,ish,0.65,Point(71.366667 38.583333),8921343
http://www.wikidata.org/entity/Q33419,Ishkashimi,6b Threatened,1500,isk,Afghanistan,ish,0.498,Point(66.0 34.0),36643815
http://www.wikidata.org/entity/Q33411,Hadza,6b Threatened,800,hts,Tanzania,had,0.538,Point(34.854 -6.307),57310019
http://www.wikidata.org/entity/Q1412,Finnish,1 National,5413380,fin,Norway,fin,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Spain,por,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q7026,Catalan,2 Provincial,4079420,cat,Spain,ctl,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q7026,Catalan,2 Provincial,5100000,cat,Spain,ctl,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,United States of America,arz,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,United States of America,arm,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,United States of America,arw,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1412,Finnish,1 National,5413380,fin,Finland,fin,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q1412,Finnish,1 National,5413380,fin,Sweden,fin,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q652,Italian,1 National,3026000,ita,Italy,ita,0.873,Point(12.5 42.5),60317000
http://www.wikidata.org/entity/Q652,Italian,1 National,3026000,ita,Italy,ifi,0.873,Point(12.5 42.5),60317000
http://www.wikidata.org/entity/Q652,Italian,1 National,3026000,ita,Switzerland,ita,0.93,Point(8.231973 46.798562),8466017
http://www.wikidata.org/entity/Q652,Italian,1 National,3026000,ita,Switzerland,ifi,0.93,Point(8.231973 46.798562),8466017
http://www.wikidata.org/entity/Q256,Turkish,1 National,5870300,tur,Greece,tur,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Greece,bul,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Greece,arz,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Greece,arm,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Greece,arw,0.865,Point(23.0 38.5),10760421
http://www.wikidata.org/entity/Q256,Turkish,1 National,5870300,tur,Turkey,tur,0.82,Point(36.0 39.0),83614362
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Turkey,bul,0.82,Point(36.0 39.0),83614362
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Turkey,geo,0.82,Point(36.0 39.0),83614362
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Portugal,por,0.83,Point(-9.183333333 38.7),10295909
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Uruguay,arz,0.804,Point(-56.65 -32.733333333),3456750
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Uruguay,arm,0.804,Point(-56.65 -32.733333333),3456750
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Uruguay,arw,0.804,Point(-56.65 -32.733333333),3456750
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Kenya,tsp,0.548,Point(38.0 0.1),48468138
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Kenya,tml,0.548,Point(38.0 0.1),48468138
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,France,arz,0.888,Point(2.0 47.0),66628000
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,France,arm,0.888,Point(2.0 47.0),66628000
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,France,arw,0.888,Point(2.0 47.0),66628000
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Brazil,por,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q1412,Finnish,1 National,5413380,fin,Russia,fin,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Russia,bul,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Russia,geo,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Russia,arz,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Russia,arm,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Russia,arw,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Germany,arz,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Germany,arm,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Germany,arw,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q1412,Finnish,1 National,5413380,fin,Estonia,fin,0.861,Point(26.0 59.0),1324820
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Ukraine,bul,0.747,Point(32.0 49.0),42558328
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Moldova,bul,0.693,Point(28.516667 47.25),2550900
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Romania,bul,0.793,Point(25.0 46.0),19586539
http://www.wikidata.org/entity/Q256,Turkish,1 National,5870300,tur,Bulgaria,tur,0.782,Point(25.5 42.75),7000039
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Bulgaria,bul,0.782,Point(25.5 42.75),7000039
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,North Macedonia,bul,0.747,Point(21.716667 41.65),2075301
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Albania,bul,0.764,Point(20.0 41.0),3020209
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Azerbaijan,geo,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Azerbaijan,arz,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Azerbaijan,arm,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Azerbaijan,arw,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q256,Turkish,1 National,5870300,tur,Cyprus,tur,0.85,Point(33.0 35.0),1141166
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Cyprus,arz,0.85,Point(33.0 35.0),1141166
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Cyprus,arm,0.85,Point(33.0 35.0),1141166
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Cyprus,arw,0.85,Point(33.0 35.0),1141166
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Georgia,geo,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Georgia,arz,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Georgia,arm,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Georgia,arw,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Malta,arz,0.839,Point(14.5 35.883333333),465292
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Malta,arm,0.839,Point(14.5 35.883333333),465292
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Malta,arw,0.839,Point(14.5 35.883333333),465292
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,South Africa,tsp,0.699,Point(24.0 -29.0),59622350
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,South Africa,tml,0.699,Point(24.0 -29.0),59622350
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Singapore,tsp,0.932,Point(103.8 1.3),5888926
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Singapore,tml,0.932,Point(103.8 1.3),5888926
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Armenia,geo,0.743,Point(44.95 40.383333),2930450
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Armenia,arz,0.743,Point(44.95 40.383333),2930450
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Armenia,arm,0.743,Point(44.95 40.383333),2930450
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Armenia,arw,0.743,Point(44.95 40.383333),2930450
http://www.wikidata.org/entity/Q7918,Bulgarian,1 National,9000000,bul,Serbia,bul,0.771,Point(20.933333333 43.95),7022268
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Australia,arz,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Australia,arm,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Australia,arw,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Argentina,arz,0.825,Point(-64.0 -34.0),44938712
http://www.wikidata.org/entity/Q8785,Armenian,1 National,6700000,hye,Argentina,arm,0.825,Point(-64.0 -34.0),44938712
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,East Timor,por,0.625,Point(125.75 -8.966667),1296311
http://www.wikidata.org/entity/Q1571,Marathi,2 Provincial,3000000,mar,India,mhi,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,India,tsp,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,India,tml,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q8097,Telugu,2 Provincial,5000000,tel,India,tel,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q8108,Georgian,1 National,3700000,kat,Iran,geo,0.798,Point(53.0 32.0),79966230
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Malaysia,tsp,0.802,Point(108.0 3.0),31624264
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Malaysia,tml,0.802,Point(108.0 3.0),31624264
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Sri Lanka,tsp,0.77,Point(81.0 7.0),21444000
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Sri Lanka,tml,0.77,Point(81.0 7.0),21444000
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Taiwan,por,0.911,Point(121.0 24.0),23593794
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Angola,por,0.581,Point(17.35 -12.35),29784193
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Guinea-Bissau,por,0.455,Point(-15.0 12.0),1861283
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Cape Verde,por,0.654,Point(-24.083333333 15.916666666),546388
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Mauritius,tsp,0.79,Point(57.5 -20.2),1264613
http://www.wikidata.org/entity/Q5885,Tamil,2 Provincial,8000000,tam,Mauritius,tml,0.79,Point(57.5 -20.2),1264613
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,Mozambique,por,0.437,Point(35.0 -19.0),29668834
http://www.wikidata.org/entity/Q5146,Portuguese,1 National,6300000,por,São Tomé and Príncipe,por,0.589,Point(6.6 0.316667),204327
http://www.wikidata.org/entity/Q9063,Slovene,1 National,2400000,slv,Canada,slo,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q9091,Belarusian,1 National,7900000,bel,Canada,blr,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q9058,Slovak,1 National,6000000,slk,Hungary,svk,0.828,Point(19.0 47.0),9769526
http://www.wikidata.org/entity/Q9063,Slovene,1 National,2400000,slv,Hungary,slo,0.828,Point(19.0 47.0),9769526
http://www.wikidata.org/entity/Q9307,Galician,2 Provincial,2500000,glg,Spain,glc,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q14185,Occitan,6b Threatened,4000000,oci,Spain,pro,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q14185,Occitan,6b Threatened,4000000,oci,Spain,occ,0.876,Point(-3.5 40.2),46733038
http://www.wikidata.org/entity/Q9063,Slovene,1 National,2400000,slv,United States of America,slo,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q9091,Belarusian,1 National,7900000,bel,United States of America,blr,0.92,Point(-98.5795 39.828175),331449281
