,ISO,Macroarea,Latitude,Longitude,Status_X_L,countryISO,num_speakers,country_population,Country_coord,cant_paises
0,aah,Papunesia,-3.45,142.95,0.0,PNG,2560.0,8935000.0,Point(147.0 -6.3),1
1,aiw,Africa,6.0,36.5833333333,0.0,ETH,285000.0,104957438.0,Point(40.0 9.0),1
2,aau,Papunesia,-4.0,141.25,0.0,PNG,7270.0,8935000.0,Point(147.0 -6.3),1
3,shu,Africa,13.8333333333,20.8333333333,0.0,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",1100000.0,"[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']",7
4,shu,Africa,8.58333333333,12.4166666667,0.0,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']",1100000.0,"[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']",7
5,abi,Africa,5.66666666667,-4.58333333333,0.0,CIV,51000.0,24294750.0,Point(-6.0 8.0),1
6,apc,Eurasia,33.9166666667,35.5,0.0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
7,apc,Eurasia,33.75,36.0,0.0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
8,apc,Eurasia,34.0,36.0,0.0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
9,apc,Eurasia,34.0,38.0,0.0,"['TUR', 'LBN', 'SYR', 'PSE']",25708140.0,"[83614362.0, 6100075.0, 18499181.0, 5227193.0]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']",4
10,abv,Eurasia,26.0,50.5,0.0,BHR,889900.0,1492584.0,Point(50.551111 26.0675),1
11,axb,South America,-29.0,-61.0,1.0,ARG,0.0,44938712.0,Point(-64.0 -34.0),1
12,abk,Eurasia,43.0833333333,41.0,0.0,"['TUR', 'RUS', 'GEO', 'IRQ', 'JOR', 'SYR']",190110.0,"[83614362.0, 146804372.0, 3717100.0, 38274618.0, 10428241.0, 18499181.0, 242000.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(43.733330555 42.016669444)', 'Point(43.0 33.0)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)', 'Point(40.983330555 43.0)', 'Point(41.0 43.15)']",6
13,akz,North America,32.3333333333,-87.4166666667,0.0,USA,100.0,331449281.0,Point(-98.5795 39.828175),1
14,ard,Australia,-28.25,136.25,0.0,AUS,15.0,24511800.0,Point(137.0 -28.0),1
15,arv,Africa,5.0,36.75,0.0,ETH,7210.0,104957438.0,Point(40.0 9.0),1
16,kgr,Papunesia,-0.5,132.5,0.0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
17,abz,Papunesia,-8.25,124.666666667,0.0,IDN,16000.0,270625568.0,Point(118.0 -2.0),1
18,abe,North America,44.0,-72.25,0.0,CAN,14.0,37894799.0,Point(-109.0 56.0),1
19,abq,Eurasia,44.0,42.0,0.0,"['TUR', 'RUS']",48000.0,"[83614362.0, 146804372.0, 465357.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(41.783333333 43.916666666)']",2
20,ace,Eurasia,5.5,95.5,0.0,IDN,3500032.0,270625568.0,Point(118.0 -2.0),1
21,aca,South America,4.41666666667,-72.25,0.0,COL,250.0,49065615.0,Point(-74.0 4.0),1
22,guq,South America,-25.25,-55.1666666667,0.0,PRY,910.0,6811297.0,Point(-58.0 -23.5),1
23,acr,North America,15.1666666667,-90.5,0.0,GTM,124000.0,17263239.0,Point(-90.25 15.5),1
24,ach,Africa,3.0,32.6666666667,0.0,"['SSD', 'UGA']",1200000.0,"[12575714.0, 42862958.0]","['Point(30.0 7.0)', 'Point(32.39 1.28)']",2
25,acv,North America,41.5,-121.0,0.0,USA,10.0,331449281.0,Point(-98.5795 39.828175),1
26,acn,Eurasia,25.0,98.5,0.0,"['CHN', 'MMR']",62700.0,"[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']",2
27,kjq,North America,34.9166666667,-107.583333333,0.0,USA,1930.0,331449281.0,Point(-98.5795 39.828175),1
28,acu,South America,-2.66667,-76.0,0.0,"['PER', 'ECU']",7940.0,"[29381884.0, 16624858.0]","['Point(-76.0 -9.4)', 'Point(-78.0 -1.0)']",2
29,adn,Papunesia,-8.2,124.0,0.0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
30,adj,Africa,5.41666666667,-4.58333333333,0.0,CIV,140000.0,24294750.0,Point(-6.0 8.0),1
31,ano,South America,-0.666666666667,-72.0,0.0,COL,370.0,49065615.0,Point(-74.0 4.0),1
32,adt,Australia,-30.5,139.5,0.0,AUS,140.0,24511800.0,Point(137.0 -28.0),1
33,ady,Eurasia,45.2166666667,39.7,0.0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
34,ady,Eurasia,45.2333333333,40.5833333333,0.0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
35,ady,Eurasia,45.0,38.75,0.0,"['TUR', 'RUS', 'JOR', 'SYR']",575900.0,"[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']",4
36,ale,North America,54.75,-164.0,0.0,USA,155.0,331449281.0,Point(-98.5795 39.828175),1
37,ale,North America,54.0,-166.0,0.0,USA,155.0,331449281.0,Point(-98.5795 39.828175),1
38,arz,Africa,30.0,31.0,0.0,EGY,100542400.0,94798827.0,Point(29.0 27.0),1
39,ayl,Africa,32.0,22.0,0.0,"['EGY', 'LBY', 'NER']",4320500.0,"[94798827.0, 6678567.0, 21477348.0]","['Point(29.0 27.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']",3
40,afr,Africa,-31.0,22.0,0.0,"['ZAF', 'BWA', 'NAM']",10300000.0,"[59622350.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']",3
41,agd,Papunesia,-6.16666666667,146.0,0.0,PNG,27000.0,8935000.0,Point(147.0 -6.3),1
42,agb,Africa,6.0,8.0,0.0,NGA,60000.0,190886311.0,Point(8.0 9.0),1
43,agt,Papunesia,17.9666666667,121.833333333,0.0,PHL,820.0,100981437.0,Point(123.0 12.0),1
44,duo,Papunesia,18.0,122.083333333,0.0,PHL,1400.0,100981437.0,Point(123.0 12.0),1
45,agq,Africa,6.66666666667,10.0,0.0,CMR,39100.0,24053727.0,Point(12.0 7.0),1
46,agx,Eurasia,41.75,47.6666666667,0.0,RUS,29300.0,146804372.0,Point(94.25 66.416666666),1
47,aoa,Africa,0.25,6.5,0.0,STP,7900.0,204327.0,Point(6.6 0.316667),1
48,agr,South America,-5.0,-78.0,0.0,PER,55300.0,29381884.0,Point(-76.0 -9.4),1
49,lnj,Australia,-12.3333333333,141.833333333,1.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
50,lnj,Australia,-12.5,142.83,1.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
51,agu,North America,15.4166666667,-91.3333333333,0.0,GTM,27.0,17263239.0,Point(-90.25 15.5),1
52,wbj,Africa,-5.5,35.75,0.0,TZA,53000.0,57310019.0,Point(34.854 -6.307),1
53,arp,North America,40.0,-103.0,0.0,USA,1000.0,331449281.0,Point(-98.5795 39.828175),1
54,mey,Africa,20.0,-10.0,0.0,"['DZA', 'MLI', 'MRT', 'ESH']",3763900.0,"[41318142.0, 18541980.0, 4420184.0, 582000.0]","['Point(1.0 28.0)', 'Point(-4.0 17.0)', 'Point(-11.0 21.0)', 'Point(-13.0 25.0)']",4
55,aht,North America,62.0,-145.0,0.0,USA,80.0,331449281.0,Point(-98.5795 39.828175),1
56,ahh,Papunesia,-6.16666666667,140.166666667,0.0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
57,tba,South America,-12.6666666667,-60.6666666667,0.0,BRA,150.0,210147125.0,Point(-53.0 -14.0),1
58,ain,Eurasia,43.0,143.0,0.0,"['JPN', 'RUS']",10.0,"[126434565.0, 146804372.0]","['Point(136.0 35.0)', 'Point(94.25 66.416666666)']",2
59,ahp,Africa,5.25,-4.5,0.0,CIV,6500.0,24294750.0,Point(-6.0 8.0),1
60,aja,Africa,7.33333333333,25.6666666667,0.0,SSD,200.0,12575714.0,Point(30.0 7.0),1
61,ajg,Africa,7.0,1.75,0.0,"['TGO', 'BEN']",1133000.0,"[7797694.0, 11175692.0]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']",2
62,aji,Papunesia,-21.3333333333,165.5,0.0,FRA,5360.0,66628000.0,Point(2.0 47.0),1
63,axk,Africa,2.66666666667,16.25,0.0,"['CAF', 'COG']",30000.0,"[4659080.0, 5260750.0]","['Point(20.9 6.7)', 'Point(15.383330555 -0.75)']",2
64,abj,Eurasia,11.6666666667,92.5,1.0,IND,0.0,1326093247.0,Point(83.0 22.8),1
65,aci,Eurasia,13.5,93.0,1.0,IND,0.0,1326093247.0,Point(83.0 22.8),1
66,ahk,Eurasia,21.8333333333,99.8333333333,0.0,"['CHN', 'LAO', 'MMR', 'THA', 'VNM']",600000.0,"[1409517397.0, 1443497378.0, 6858160.0, 53370609.0, 65931550.0, 94660000.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(96.0 22.0)', 'Point(101.0 14.0)', 'Point(108.0 16.0)']",5
67,akx,Eurasia,12.75,92.75,1.0,IND,0.0,1326093247.0,Point(83.0 22.8),1
68,akl,Papunesia,11.5833333333,122.333333333,0.0,PHL,549600.0,100981437.0,Point(123.0 12.0),1
69,rmz,Eurasia,21.5,92.5,0.0,"['IND', 'BGD']",186700.0,"[1326093247.0, 165775000.0]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']",2
70,aka,Africa,6.5,-1.25,0.0,"['GHA', 'CIV']",8314600.0,"[26908262.0, 24294750.0]","['Point(-0.5 8.0)', 'Point(-6.0 8.0)']",2
71,acy,Eurasia,35.25,33.5,0.0,CYP,9760.0,1141166.0,Point(33.0 35.0),1
72,ari,North America,45.5,-100.5,0.0,USA,10.0,331449281.0,Point(-98.5795 39.828175),1
73,ake,South America,6.0,-59.5,0.0,"['BRA', 'VEN', 'GUY']",6380.0,"[210147125.0, 28515829.0, 777859.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']",3
74,amp,Papunesia,-4.66666666667,143.333333333,0.0,PNG,1500.0,8935000.0,Point(147.0 -6.3),1
75,ald,Africa,5.16666666667,-4.33333333333,0.0,CIV,23000.0,24294750.0,Point(-6.0 8.0),1
76,alq,North America,46.0,-77.0,0.0,CAN,2430.0,37894799.0,Point(-109.0 56.0),1
77,apr,Papunesia,-5.38333333333,147.05,0.0,PNG,4500.0,8935000.0,Point(147.0 -6.3),1
78,nrz,Papunesia,-8.91666666667,146.75,0.0,PNG,1540.0,8935000.0,Point(147.0 -6.3),1
79,alp,Papunesia,-3.0,128.333333333,0.0,IDN,17200.0,270625568.0,Point(118.0 -2.0),1
80,gsw,Eurasia,48.5,7.5,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
81,gsw,Eurasia,47.0,7.41666666667,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
82,gsw,Eurasia,47.4166666667,9.25,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
83,gsw,Eurasia,47.3333333333,9.33333333333,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
84,gsw,Eurasia,47.5833333333,9.16666666667,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
85,gsw,Eurasia,47.4166666667,8.5,0.0,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']",10000000.0,"[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']",7
86,alr,Eurasia,61.0,165.0,0.0,RUS,40.0,146804372.0,Point(94.25 66.416666666),1
87,alh,Australia,-15.1666666667,134.25,0.0,AUS,12.0,24511800.0,Point(137.0 -28.0),1
88,btz,Papunesia,3.66666666667,97.8333333333,0.0,IDN,195000.0,270625568.0,Point(118.0 -2.0),1
89,aly,Australia,-22.5,135.0,0.0,AUS,1550.0,24511800.0,Point(137.0 -28.0),1
90,aie,Papunesia,-5.66666666667,148.5,0.0,PNG,230.0,8935000.0,Point(147.0 -6.3),1
91,abt,Papunesia,-3.83333333333,143.0,0.0,PNG,33000.0,8935000.0,Point(147.0 -6.3),1
92,amc,South America,-10.5,-72.5,0.0,"['BRA', 'PER']",520.0,"[210147125.0, 29381884.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']",2
93,adx,Eurasia,35.0,100.0,0.0,CHN,810000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
94,adx,Eurasia,38.0,98.0,0.0,CHN,810000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
95,aey,Papunesia,-5.25,145.583333333,0.0,PNG,5300.0,8935000.0,Point(147.0 -6.3),1
96,amh,Africa,10.0,38.0,0.0,"['ETH', 'ISR', 'ERI', 'SOM', 'SDN']",25000000.0,"[104957438.0, 9093000.0, 3497000.0, 11031386.0, 40533330.0]","['Point(40.0 9.0)', 'Point(35.0 31.0)', 'Point(38.25 15.483333)', 'Point(47.0 6.0)', 'Point(32.0 15.0)']",5
97,ami,Papunesia,23.3333333333,121.333333333,0.0,TWN,108000.0,23593794.0,Point(121.0 24.0),1
98,amr,South America,-12.5,-70.5,0.0,PER,500.0,29381884.0,Point(-76.0 -9.4),1
99,omb,Papunesia,-15.4166666667,167.883333333,0.0,VUT,5000.0,276244.0,Point(168.016669444 -16.633330555),1
100,amm,Papunesia,-4.21666666667,141.616666667,0.0,PNG,490.0,8935000.0,Point(147.0 -6.3),1
101,amn,Papunesia,-3.58333333333,141.25,0.0,PNG,4420.0,8935000.0,Point(147.0 -6.3),1
102,amo,Africa,10.3333333333,8.66666666667,0.0,NGA,12300.0,190886311.0,Point(8.0 9.0),1
103,aer,Australia,-24.0,136.0,0.0,AUS,1910.0,24511800.0,Point(137.0 -28.0),1
104,amk,Papunesia,-1.83333333333,136.5,0.0,IDN,10100.0,270625568.0,Point(118.0 -2.0),1
105,ary,Africa,34.0,-6.0,0.0,"['DZA', 'MAR', 'ESH']",30000000.0,"[41318142.0, 36029138.0, 582000.0]","['Point(1.0 28.0)', 'Point(-6.0 32.0)', 'Point(-13.0 25.0)']",3
106,arb,Eurasia,25.0,42.0,0.0,"['EGY', 'DZA', 'BHR', 'TCD', 'IRQ', 'ISR', 'YEM', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'TUN', 'COM', 'DJI', 'ERI', 'LBY', 'MRT', 'MAR', 'SOM', 'SDN', 'ESH', 'PSE']",273989700.0,"[94798827.0, 41318142.0, 1492584.0, 15477751.0, 38274618.0, 9093000.0, 28250420.0, 10428241.0, 4600000.0, 6100075.0, 4829480.0, 2639211.0, 33000000.0, 18499181.0, 9400145.0, 11565204.0, 823652.0, 956985.0, 3497000.0, 6678567.0, 4420184.0, 36029138.0, 11031386.0, 40533330.0, 582000.0, 5227193.0]","['Point(29.0 27.0)', 'Point(1.0 28.0)', 'Point(50.551111 26.0675)', 'Point(19.4 15.466667)', 'Point(43.0 33.0)', 'Point(35.0 31.0)', 'Point(48.0 15.5)', 'Point(36.5 31.2)', 'Point(47.6 29.166667)', 'Point(35.766667 33.833333)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(38.583333 35.216667)', 'Point(54.3 24.4)', 'Point(10.0 34.0)', 'Point(44.44553 -12.23333)', 'Point(42.433333 11.8)', 'Point(38.25 15.483333)', 'Point(17.0 27.0)', 'Point(-11.0 21.0)', 'Point(-6.0 32.0)', 'Point(47.0 6.0)', 'Point(32.0 15.0)', 'Point(-13.0 25.0)', 'Point(35.25 32.0)']",26
107,ame,South America,-10.5,-75.4166666667,0.0,PER,7520.0,29381884.0,Point(-76.0 -9.4),1
108,imi,Papunesia,-4.66666666667,145.0,0.0,PNG,1960.0,8935000.0,Point(147.0 -6.3),1
109,amu,North America,16.8333333333,-98.0,0.0,MEX,45900.0,124777324.0,Point(-102.0 23.0),1
110,aro,South America,-12.3333333333,-67.75,0.0,BOL,81.0,11051600.0,Point(-64.991228611 -17.056869611),1
111,anc,Africa,9.5,9.5,0.0,NGA,400000.0,190886311.0,Point(8.0 9.0),1
112,anz,Papunesia,-5.58333333333,149.083333333,0.0,PNG,800.0,8935000.0,Point(147.0 -6.3),1
113,agg,Papunesia,-3.75,141.166666667,0.0,PNG,1500.0,8935000.0,Point(147.0 -6.3),1
114,hnh,Africa,-18.9166666667,21.9166666667,0.0,BWA,1000.0,2291661.0,Point(23.7 -22.2),1
115,aty,Papunesia,-20.2,169.8,0.0,VUT,900.0,276244.0,Point(168.016669444 -16.633330555),1
116,aoi,Australia,-14.0,136.5,0.0,AUS,1283.0,24511800.0,Point(137.0 -28.0),1
117,nun,Eurasia,27.3333333333,98.75,0.0,MMR,450.0,53370609.0,Point(96.0 22.0),1
118,agm,Papunesia,-7.21666666667,146.25,0.0,PNG,2500.0,8935000.0,Point(147.0 -6.3),1
119,cko,Africa,10.0833333333,0.25,0.0,"['GHA', 'TGO', 'BEN']",177200.0,"[26908262.0, 7797694.0, 11175692.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']",3
120,ani,Eurasia,42.75,46.25,0.0,RUS,20000.0,146804372.0,Point(94.25 66.416666666),1
121,anu,Africa,8.0,33.5,0.0,"['ETH', 'SSD']",140000.0,"[104957438.0, 12575714.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)']",2
122,njo,Eurasia,26.5833333333,94.6666666667,0.0,IND,261000.0,1326093247.0,Point(83.0 22.8),1
123,aoj,Papunesia,-3.5,143.0,0.0,PNG,11000.0,8935000.0,Point(147.0 -6.3),1
124,ajp,Eurasia,32.0,35.25,0.0,"['ISR', 'JOR', 'PSE']",12442900.0,"[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']",3
125,ajp,Eurasia,30.5,34.75,0.0,"['ISR', 'JOR', 'PSE']",12442900.0,"[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']",3
126,apm,North America,33.25,-108.0,0.0,USA,3000.0,331449281.0,Point(-98.5795 39.828175),1
127,apz,Papunesia,-6.75,146.083333333,0.0,PNG,2390.0,8935000.0,Point(147.0 -6.3),1
128,apn,South America,-5.5,-48.0,0.0,BRA,1500.0,210147125.0,Point(-53.0 -14.0),1
129,apj,North America,36.5833333333,-104.0,0.0,USA,510.0,331449281.0,Point(-98.5795 39.828175),1
130,apq,Eurasia,12.1666666667,92.8333333333,1.0,IND,0.0,1326093247.0,Point(83.0 22.8),1
131,apq,Eurasia,12.0,92.6666666667,1.0,IND,0.0,1326093247.0,Point(83.0 22.8),1
132,apy,South America,0.0,-54.0,0.0,BRA,450.0,210147125.0,Point(-53.0 -14.0),1
133,apt,Eurasia,27.5,93.75,0.0,IND,44800.0,1326093247.0,Point(83.0 22.8),1
134,apu,South America,-9.0,-67.0,0.0,BRA,2000.0,210147125.0,Point(-53.0 -14.0),1
135,apw,North America,33.75,-110.0,0.0,USA,14000.0,331449281.0,Point(-98.5795 39.828175),1
136,arw,South America,5.5,-55.1666666667,0.0,"['FRA', 'VEN', 'SUR', 'GUY', 'GUF']",2500.0,"[66628000.0, 28515829.0, 563402.0, 777859.0, 276128.0]","['Point(2.0 47.0)', 'Point(-67.0 8.0)', 'Point(-56.0 4.0)', 'Point(-59.316667 5.733333)', 'Point(-52.99994 3.99886)']",5
137,arl,South America,-2.0,-75.1666666667,0.0,PER,50.0,29381884.0,Point(-76.0 -9.4),1
138,aqc,Eurasia,42.0,46.8333333333,0.0,RUS,970.0,146804372.0,Point(94.25 66.416666666),1
139,jbj,Papunesia,-2.08333333333,133.0,0.0,IDN,1000.0,270625568.0,Point(118.0 -2.0),1
140,afb,Eurasia,26.0,49.0,0.0,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",10515400.0,"[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']",7
141,afb,Eurasia,29.5,47.5,0.0,"['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",10515400.0,"[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']",7
142,acw,Eurasia,26.0,38.0,0.0,SAU,6031700.0,33000000.0,Point(44.116667 23.716667),1
143,laz,Papunesia,-6.71666666667,147.0,1.0,PNG,0.0,8935000.0,Point(147.0 -6.3),1
144,akr,Papunesia,-15.6666666667,166.916666667,0.0,VUT,8.0,276244.0,Point(168.016669444 -16.633330555),1
145,hye,Eurasia,40.0,45.0,0.0,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",6700000.0,"[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']",16
146,hye,Eurasia,38.5,43.5,0.0,"['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",6700000.0,"[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']",16
