,ISO,Name,Macroarea,Latitude_lang,Longitude_lang,Status_X_L,Status,num_speakers,cant_paises,Native_country,country_ISO,Latitude_country,Longitude_country,Coord_country_point,country_population,Family,Genus,WALS_ID,HDI,Nearest_languages
0,aah,Arapesh (Abu),Papunesia,-3.45,142.95,0.0,6b Threatened,2560.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Torricelli,Kombio-Arapesh,aab,0.555,338
1,aiw,Aari,Africa,6.0,36.5833333333,0.0,4 Educational,285000.0,1,ET,ETH,[9.0],[40.0],Point(40.0 9.0),104957438.0,Afro-Asiatic,South Omotic,aar,0.463,154
2,aau,Abau,Papunesia,-4.0,141.25,0.0,5 Developing,7270.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Sepik,Upper Sepik,aba,0.555,350
3,shu,Arabic (Chadian),Africa,13.8333333333,20.8333333333,0.0,3 Wider Communication,1100000.0,7,TD,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']","[17.0, 9.0, 15.0, 15.466667, 6.7, 7.0, 7.0]","[10.0, 8.0, 32.0, 19.4, 20.9, 30.0, 12.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']","[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]",Afro-Asiatic,Semitic,abb,"[0.354, 0.532, 0.502, 0.404, 0.367, 0.388, 0.556]",1334
4,shu,Arabic (Borno Nigerian),Africa,13.8333333333,20.8333333333,0.0,3 Wider Communication,1100000.0,7,NG,"['NER', 'NGA', 'SDN', 'TCD', 'CAF', 'SSD', 'CMR']","[17.0, 9.0, 15.0, 15.466667, 6.7, 7.0, 7.0]","[10.0, 8.0, 32.0, 19.4, 20.9, 30.0, 12.0]","['Point(10.0 17.0)', 'Point(8.0 9.0)', 'Point(32.0 15.0)', 'Point(19.4 15.466667)', 'Point(20.9 6.7)', 'Point(30.0 7.0)', 'Point(12.0 7.0)']","[21477348.0, 190886311.0, 40533330.0, 15477751.0, 4659080.0, 12575714.0, 24053727.0]",Afro-Asiatic,Semitic,arn,"[0.354, 0.532, 0.502, 0.404, 0.367, 0.388, 0.556]",1334
5,abi,Abidji,Africa,5.66666666667,-4.58333333333,0.0,5 Developing,51000.0,1,CI,CIV,[8.0],[-6.0],Point(-6.0 8.0),24294750.0,Niger-Congo,Kwa,abd,0.492,73
6,apc,Arabic (Beirut),Eurasia,33.9166666667,35.5,0.0,3 Wider Communication,25708140.0,4,LB,"['TUR', 'LBN', 'SYR', 'PSE']","[39.0, 33.833333, 35.216667, 32.0]","[36.0, 35.766667, 38.583333, 35.25]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']","[83614362.0, 6100075.0, 18499181.0, 5227193.0]",Afro-Asiatic,Semitic,abe,"[0.82, 0.757, 0.536, 0.686]",192
7,apc,Arabic (North Levantine Spoken),Eurasia,33.9166666667,35.5,0.0,3 Wider Communication,25708140.0,4,LB,"['TUR', 'LBN', 'SYR', 'PSE']","[39.0, 33.833333, 35.216667, 32.0]","[36.0, 35.766667, 38.583333, 35.25]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']","[83614362.0, 6100075.0, 18499181.0, 5227193.0]",Afro-Asiatic,Semitic,anl,"[0.82, 0.757, 0.536, 0.686]",192
8,apc,Arabic (Lebanese),Eurasia,33.9166666667,35.5,0.0,3 Wider Communication,25708140.0,4,LB,"['TUR', 'LBN', 'SYR', 'PSE']","[39.0, 33.833333, 35.216667, 32.0]","[36.0, 35.766667, 38.583333, 35.25]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']","[83614362.0, 6100075.0, 18499181.0, 5227193.0]",Afro-Asiatic,Semitic,arl,"[0.82, 0.757, 0.536, 0.686]",192
9,apc,Arabic (Syrian),Eurasia,33.9166666667,35.5,0.0,3 Wider Communication,25708140.0,4,SY,"['TUR', 'LBN', 'SYR', 'PSE']","[39.0, 33.833333, 35.216667, 32.0]","[36.0, 35.766667, 38.583333, 35.25]","['Point(36.0 39.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(35.25 32.0)']","[83614362.0, 6100075.0, 18499181.0, 5227193.0]",Afro-Asiatic,Semitic,asy,"[0.82, 0.757, 0.536, 0.686]",192
10,abv,Arabic (Bahrain),Eurasia,26.0,50.5,0.0,3 Wider Communication,889900.0,1,BH,BHR,[26.0675],[50.551111],Point(50.551111 26.0675),1492584.0,Afro-Asiatic,Semitic,abh,0.824,15
11,axb,Abipón,South America,-29.0,-61.0,1.0,,0.0,1,AR,ARG,[-34.0],[-64.0],Point(-64.0 -34.0),44938712.0,Guaicuruan,South Guaicuruan,abi,0.825,20
12,abk,Abkhaz,Eurasia,43.0833333333,41.0,0.0,2 Provincial,190110.0,6,GE,"['TUR', 'RUS', 'GEO', 'IRQ', 'JOR', 'SYR']","[39.0, 66.416666666, 42.016669444, 33.0, 31.2, 35.216667, 43.0, 43.15]","[36.0, 94.25, 43.733330555, 43.0, 36.5, 38.583333, 40.983330555, 41.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(43.733330555 42.016669444)', 'Point(43.0 33.0)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)', 'Point(40.983330555 43.0)', 'Point(41.0 43.15)']","[83614362.0, 146804372.0, 3717100.0, 38274618.0, 10428241.0, 18499181.0, 242000.0]",Northwest Caucasian,Northwest Caucasian,abk,"[0.82, 0.816, 0.754, 0.685, 0.748, 0.536]",266
13,akz,Alabama,North America,32.3333333333,-87.4166666667,0.0,6b Threatened,100.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Muskogean,Muskogean,abm,0.92,38
14,ard,Arabana,Australia,-28.25,136.25,0.0,8b Nearly Extinct,15.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Central Pama-Nyungan,abn,0.939,76
15,arv,Arbore,Africa,5.0,36.75,0.0,6a Vigorous,7210.0,1,ET,ETH,[9.0],[40.0],Point(40.0 9.0),104957438.0,Afro-Asiatic,Lowland East Cushitic,abo,0.463,153
16,kgr,Abun,Papunesia,-0.5,132.5,0.0,6b Threatened,3000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,West Papuan,North-Central Bird's Head,abu,0.694,248
17,abz,Abui,Papunesia,-8.25,124.666666667,0.0,6a Vigorous,16000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Timor-Alor-Pantar,Greater Alor,abv,0.694,160
18,abe,Abenaki (Western),North America,44.0,-72.25,0.0,8b Nearly Extinct,14.0,1,CA US,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Algic,Algonquian,abw,0.926,23
19,abq,Abaza,Eurasia,44.0,42.0,0.0,5 Developing,48000.0,2,RU,"['TUR', 'RUS']","[39.0, 66.416666666, 43.916666666]","[36.0, 94.25, 41.783333333]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(41.783333333 43.916666666)']","[83614362.0, 146804372.0, 465357.0]",Northwest Caucasian,Northwest Caucasian,abz,"[0.82, 0.816]",51
20,ace,Acehnese,Eurasia,5.5,95.5,0.0,6b Threatened,3500032.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Malayo-Sumbawan,ace,0.694,54
21,aca,Achagua,South America,4.41666666667,-72.25,0.0,6b Threatened,250.0,1,CO,COL,[4.0],[-74.0],Point(-74.0 4.0),49065615.0,Arawakan,Inland Northern Arawakan,acg,0.747,91
22,guq,Aché,South America,-25.25,-55.1666666667,0.0,5 Developing,910.0,1,PY,PRY,[-23.5],[-58.0],Point(-58.0 -23.5),6811297.0,Tupian,Tupi-Guaraní,ach,0.702,29
23,acr,Achí,North America,15.1666666667,-90.5,0.0,6b Threatened,124000.0,1,GT,GTM,[15.5],[-90.25],Point(-90.25 15.5),17263239.0,Mayan,Mayan,aci,0.627,145
24,ach,Acholi,Africa,3.0,32.6666666667,0.0,5 Developing,1200000.0,2,UG SS,"['SSD', 'UGA']","[7.0, 1.28]","[30.0, 32.39]","['Point(30.0 7.0)', 'Point(32.39 1.28)']","[12575714.0, 42862958.0]",Eastern Sudanic,Nilotic,acl,"[0.388, 0.516]",332
25,acv,Achumawi,North America,41.5,-121.0,0.0,8b Nearly Extinct,10.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Hokan,Palaihnihan,acm,0.92,109
26,acn,Achang,Eurasia,25.0,98.5,0.0,7 Shifting,62700.0,2,CN MM,"['CHN', 'MMR']","[35.844722222, 22.0]","[103.451944444, 96.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']","[1409517397.0, 1443497378.0, 53370609.0]",Sino-Tibetan,Burmese-Lolo,acn,"[0.752, 0.578]",135
27,kjq,Acoma,North America,34.9166666667,-107.583333333,0.0,7 Shifting,1930.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Keresan,Keresan,aco,0.92,66
28,acu,Achuar,South America,-2.66667,-76.0,0.0,5 Developing,7940.0,2,PE,"['PER', 'ECU']","[-9.4, -1.0]","[-76.0, -78.0]","['Point(-76.0 -9.4)', 'Point(-78.0 -1.0)']","[29381884.0, 16624858.0]",Jivaroan,Jivaroan,acu,"[0.75, 0.746]",163
29,adn,Adang,Papunesia,-8.2,124.0,0.0,6b Threatened,3000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Timor-Alor-Pantar,Greater Alor,adg,0.694,145
30,adj,Adioukrou,Africa,5.41666666667,-4.58333333333,0.0,5 Developing,140000.0,1,CI,CIV,[8.0],[-6.0],Point(-6.0 8.0),24294750.0,Niger-Congo,Kwa,adi,0.492,71
31,ano,Andoke,South America,-0.666666666667,-72.0,0.0,8b Nearly Extinct,370.0,1,CO,COL,[4.0],[-74.0],Point(-74.0 4.0),49065615.0,,,adk,0.747,106
32,adt,Adynyamathanha,Australia,-30.5,139.5,0.0,8b Nearly Extinct,140.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Central Pama-Nyungan,adn,0.939,53
33,ady,Adyghe (Temirgoy),Eurasia,45.2166666667,39.7,0.0,2 Provincial,575900.0,4,RU,"['TUR', 'RUS', 'JOR', 'SYR']","[39.0, 66.416666666, 31.2, 35.216667]","[36.0, 94.25, 36.5, 38.583333]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']","[83614362.0, 146804372.0, 10428241.0, 18499181.0]",Northwest Caucasian,Northwest Caucasian,adt,"[0.82, 0.816, 0.748, 0.536]",158
34,ady,Adyghe (Abzakh),Eurasia,45.2166666667,39.7,0.0,2 Provincial,575900.0,4,RU,"['TUR', 'RUS', 'JOR', 'SYR']","[39.0, 66.416666666, 31.2, 35.216667]","[36.0, 94.25, 36.5, 38.583333]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']","[83614362.0, 146804372.0, 10428241.0, 18499181.0]",Northwest Caucasian,Northwest Caucasian,ady,"[0.82, 0.816, 0.748, 0.536]",158
35,ady,Adyghe (Shapsugh),Eurasia,45.2166666667,39.7,0.0,2 Provincial,575900.0,4,RU,"['TUR', 'RUS', 'JOR', 'SYR']","[39.0, 66.416666666, 31.2, 35.216667]","[36.0, 94.25, 36.5, 38.583333]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']","[83614362.0, 146804372.0, 10428241.0, 18499181.0]",Northwest Caucasian,Northwest Caucasian,ash,"[0.82, 0.816, 0.748, 0.536]",158
36,ale,Aleut (Eastern),North America,54.75,-164.0,0.0,8a Moribund,155.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Eskimo-Aleut,Aleut,aea,0.92,7
37,ale,Aleut,North America,54.75,-164.0,0.0,8a Moribund,155.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Eskimo-Aleut,Aleut,ale,0.92,7
38,arz,Arabic (Egyptian),Africa,30.0,31.0,0.0,3 Wider Communication,100542400.0,1,EG,EGY,[27.0],[29.0],Point(29.0 27.0),94798827.0,Afro-Asiatic,Semitic,aeg,0.696,49
39,ayl,Arabic (Eastern Libyan),Africa,32.0,22.0,0.0,3 Wider Communication,4320500.0,3,LY,"['EGY', 'LBY', 'NER']","[27.0, 27.0, 17.0]","[29.0, 17.0, 10.0]","['Point(29.0 27.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']","[94798827.0, 6678567.0, 21477348.0]",Afro-Asiatic,Semitic,ael,"[0.696, 0.706, 0.354]",238
40,afr,Afrikaans,Africa,-31.0,22.0,0.0,1 National,10300000.0,3,ZA,"['ZAF', 'BWA', 'NAM']","[-29.0, -22.2, -23.0]","[24.0, 23.7, 17.0]","['Point(24.0 -29.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']","[59622350.0, 2291661.0, 2533794.0]",Indo-European,Germanic,afr,"[0.699, 0.717, 0.647]",79
41,agd,Agarabi,Papunesia,-6.16666666667,146.0,0.0,6a Vigorous,27000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Eastern Highlands,aga,0.555,331
42,agb,Leggbó,Africa,6.0,8.0,0.0,6a Vigorous,60000.0,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Niger-Congo,Cross River,agb,0.532,237
43,agt,Agta (Central),Papunesia,17.9666666667,121.833333333,0.0,5 Developing,820.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Greater Central Philippine,agc,0.699,86
44,duo,Agta (Dupaningan),Papunesia,18.0,122.083333333,0.0,6b Threatened,1400.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Greater Central Philippine,agd,0.699,73
45,agq,Aghem,Africa,6.66666666667,10.0,0.0,5 Developing,39100.0,1,CM,CMR,[7.0],[12.0],Point(12.0 7.0),24053727.0,Niger-Congo,Bantoid,agh,0.556,247
46,agx,Aghul,Eurasia,41.75,47.6666666667,0.0,6a Vigorous,29300.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Nakh-Daghestanian,Lezgic,agl,0.816,61
47,aoa,Angolar,Africa,0.25,6.5,0.0,6a Vigorous,7900.0,1,ST,STP,[0.316667],[6.6],Point(6.6 0.316667),204327.0,other,Creoles and Pidgins,ago,0.589,171
48,agr,Aguaruna,South America,-5.0,-78.0,0.0,4 Educational,55300.0,1,PE,PER,[-9.4],[-76.0],Point(-76.0 -9.4),29381884.0,Jivaroan,Jivaroan,agr,0.75,80
49,lnj,Anguthimri,Australia,-12.3333333333,141.833333333,1.0,10 Extinct,0.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Northern Pama-Nyungan,agt,0.939,358
50,lnj,Linngithig,Australia,-12.3333333333,141.833333333,1.0,10 Extinct,0.0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Northern Pama-Nyungan,lnj,0.939,358
51,agu,Aguacatec,North America,15.4166666667,-91.3333333333,0.0,4 Educational,27.0,1,GT,GTM,[15.5],[-90.25],Point(-90.25 15.5),17263239.0,Mayan,Mayan,agu,0.627,149
52,wbj,Alagwa,Africa,-5.5,35.75,0.0,6b Threatened,53000.0,1,TZ,TZA,[-6.307],[34.854],Point(34.854 -6.307),57310019.0,Afro-Asiatic,Southern Cushitic,agw,0.538,85
53,arp,Arapaho,North America,40.0,-103.0,0.0,8a Moribund,1000.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Algic,Algonquian,aho,0.92,58
54,mey,Arabic (Bani-Hassan),Africa,20.0,-10.0,0.0,3 Wider Communication,3763900.0,4,MR,"['DZA', 'MLI', 'MRT', 'ESH']","[28.0, 17.0, 21.0, 25.0]","[1.0, -4.0, -11.0, -13.0]","['Point(1.0 28.0)', 'Point(-4.0 17.0)', 'Point(-11.0 21.0)', 'Point(-13.0 25.0)']","[41318142.0, 18541980.0, 4420184.0, 582000.0]",Afro-Asiatic,Semitic,ahs,"[0.754, 0.427, 0.52]",149
55,aht,Ahtna,North America,62.0,-145.0,0.0,8a Moribund,80.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Na-Dene,Athapaskan,aht,0.92,7
56,ahh,Aghu,Papunesia,-6.16666666667,140.166666667,0.0,6b Threatened,3000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Trans-New Guinea,Awju-Dumut,ahu,0.694,365
57,tba,Aikaná,South America,-12.6666666667,-60.6666666667,0.0,6b Threatened,150.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,,,aik,0.754,73
58,ain,Ainu,Eurasia,43.0,143.0,0.0,8b Nearly Extinct,10.0,2,JP,"['JPN', 'RUS']","[35.0, 66.416666666]","[136.0, 94.25]","['Point(136.0 35.0)', 'Point(94.25 66.416666666)']","[126434565.0, 146804372.0]",,,ain,"[0.909, 0.816]",126
59,ahp,Aizi,Africa,5.25,-4.5,0.0,6b Threatened,6500.0,1,CI,CIV,[8.0],[-6.0],Point(-6.0 8.0),24294750.0,Niger-Congo,Kru,aiz,0.492,71
60,aja,Aja,Africa,7.33333333333,25.6666666667,0.0,8b Nearly Extinct,200.0,1,CF SS,SSD,[7.0],[30.0],Point(30.0 7.0),12575714.0,Central Sudanic,Kresh,aja,0.388,160
61,ajg,Ajagbe,Africa,7.0,1.75,0.0,5 Developing,1133000.0,2,BJ TG,"['TGO', 'BEN']","[8.25, 8.833333333]","[1.183333, 2.183333333]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']","[7797694.0, 11175692.0]",Niger-Congo,Kwa,ajg,"[0.503, 0.515]",346
62,aji,Ajië,Papunesia,-21.3333333333,165.5,0.0,5 Developing,5360.0,1,NC,FRA,[47.0],[2.0],Point(2.0 47.0),66628000.0,Austronesian,Oceanic,aji,0.888,49
63,axk,Aka,Africa,2.66666666667,16.25,0.0,5 Developing,30000.0,2,CF CG,"['CAF', 'COG']","[6.7, -0.75]","[20.9, 15.383330555]","['Point(20.9 6.7)', 'Point(15.383330555 -0.75)']","[4659080.0, 5260750.0]",Niger-Congo,Bantoid,aka,"[0.367, 0.606]",425
64,abj,Aka-Biada,Eurasia,11.6666666667,92.5,1.0,10 Extinct,0.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Great Andamanese,Great Andamanese,akb,0.64,63
65,aci,Aka-Cari,Eurasia,13.5,93.0,1.0,10 Extinct,0.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Great Andamanese,Great Andamanese,akc,0.64,65
66,ahk,Akha,Eurasia,21.8333333333,99.8333333333,0.0,5 Developing,600000.0,5,CN TH MM,"['CHN', 'LAO', 'MMR', 'THA', 'VNM']","[35.844722222, 18.2, 22.0, 14.0, 16.0]","[103.451944444, 104.0, 96.0, 101.0, 108.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(96.0 22.0)', 'Point(101.0 14.0)', 'Point(108.0 16.0)']","[1409517397.0, 1443497378.0, 6858160.0, 53370609.0, 65931550.0, 94660000.0]",Sino-Tibetan,Burmese-Lolo,akh,"[0.752, 0.601, 0.578, 0.755, 0.694]",324
67,akx,Aka-Kede,Eurasia,12.75,92.75,1.0,10 Extinct,0.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Great Andamanese,Great Andamanese,akk,0.64,65
68,akl,Aklanon,Papunesia,11.5833333333,122.333333333,0.0,4 Educational,549600.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Greater Central Philippine,akl,0.699,110
69,rmz,Arakanese (Marma),Eurasia,21.5,92.5,0.0,3 Wider Communication,186700.0,2,BD MM,"['IND', 'BGD']","[22.8, 24.016667]","[83.0, 89.866667]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']","[1326093247.0, 165775000.0]",Sino-Tibetan,Burmese-Lolo,akm,"[0.64, 0.632]",200
70,aka,Akan,Africa,6.5,-1.25,0.0,3 Wider Communication,8314600.0,2,GH,"['GHA', 'CIV']","[8.0, 8.0]","[-0.5, -6.0]","['Point(-0.5 8.0)', 'Point(-6.0 8.0)']","[26908262.0, 24294750.0]",Niger-Congo,Kwa,akn,"[0.592, 0.492]",209
71,acy,Arabic (Kormakiti),Eurasia,35.25,33.5,0.0,7 Shifting,9760.0,1,CY,CYP,[35.0],[33.0],Point(33.0 35.0),1141166.0,Afro-Asiatic,Semitic,ako,0.85,39
72,ari,Arikara,North America,45.5,-100.5,0.0,8b Nearly Extinct,10.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Caddoan,Caddoan,akr,0.92,51
73,ake,Akawaio,South America,6.0,-59.5,0.0,6b Threatened,6380.0,3,GY,"['BRA', 'VEN', 'GUY']","[-14.0, 8.0, 5.733333]","[-53.0, -67.0, -59.316667]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']","[210147125.0, 28515829.0, 777859.0]",Cariban,Cariban,akw,"[0.754, 0.761, 0.654]",160
74,amp,Alamblak,Papunesia,-4.66666666667,143.333333333,0.0,5 Developing,1500.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Sepik,Sepik Hill,ala,0.555,354
75,ald,Alladian,Africa,5.16666666667,-4.33333333333,0.0,5 Developing,23000.0,1,CI,CIV,[8.0],[-6.0],Point(-6.0 8.0),24294750.0,Niger-Congo,Kwa,ald,0.492,72
76,alq,Algonquin,North America,46.0,-77.0,0.0,6b Threatened,2430.0,1,CA,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Algic,Algonquian,alg,0.926,24
77,apr,Arop-Lokep,Papunesia,-5.38333333333,147.05,0.0,5 Developing,4500.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,alk,0.555,334
78,nrz,Ala'ala,Papunesia,-8.91666666667,146.75,0.0,5 Developing,1540.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,all,0.555,329
79,alp,Alune,Papunesia,-3.0,128.333333333,0.0,6b Threatened,17200.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Central Malayo-Polynesian,aln,0.694,167
80,gsw,Alsatian,Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,FR,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,alt,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
81,gsw,German (Bern),Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,CH,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,gbe,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
82,gsw,German (Ostschweiz),Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,CH,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,gos,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
83,gsw,German (Appenzell),Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,CH,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,gpz,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
84,gsw,German (Thurgau),Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,CH,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,gtg,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
85,gsw,German (Zurich),Eurasia,48.5,7.5,0.0,5 Developing,10000000.0,7,CH,"['ITA', 'CHE', 'AUT', 'FRA', 'DEU', 'LIE', 'VEN']","[42.5, 46.798562, 48.0, 47.0, 51.0, 47.145, 8.0]","[12.5, 8.231973, 14.0, 2.0, 10.0, 9.553889, -67.0]","['Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(9.553889 47.145)', 'Point(-67.0 8.0)']","[60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0, 37922.0, 28515829.0]",Indo-European,Germanic,gzu,"[0.873, 0.93, 0.885, 0.888, 0.926, 0.908, 0.761]",877
86,alr,Alutor,Eurasia,61.0,165.0,0.0,8b Nearly Extinct,40.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,alu,0.816,18
